epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,2153.53,0.53586,0.36018,0.93739,0.91041,0.78358,0.82528,0.62039,0.84105,0.5547,0.98722,0.000354988,0.000354988,0.000354988
161,2166.85,0.54854,0.36571,0.94479,0.88917,0.77473,0.81973,0.62351,0.85563,0.57312,0.99471,0.000346736,0.000346736,0.000346736
162,2180.11,0.58267,0.36713,1.02409,0.86578,0.7791,0.80854,0.61948,0.83904,0.57654,0.98829,0.000338484,0.000338484,0.000338484
163,2193.38,0.53691,0.4716,0.92052,0.90232,0.77698,0.82047,0.61864,0.85357,0.56103,0.99323,0.000330233,0.000330233,0.000330233
164,2206.63,0.54613,0.37368,0.94402,0.87492,0.77046,0.81273,0.61979,0.83135,0.5815,0.97821,0.000321981,0.000321981,0.000321981
165,2219.91,0.52656,0.72336,0.91621,0.90198,0.77035,0.81847,0.6305,0.81851,0.5627,0.98052,0.000313729,0.000313729,0.000313729
166,2233.27,0.57062,0.36314,0.95764,0.90013,0.77761,0.82136,0.63341,0.82131,0.56336,0.97626,0.000305478,0.000305478,0.000305478
167,2246.64,0.53626,0.36594,0.94218,0.87943,0.77483,0.81263,0.62232,0.84872,0.58226,0.99248,0.000297226,0.000297226,0.000297226
168,2259.96,0.53179,0.35176,0.94733,0.90399,0.76573,0.81237,0.62502,0.84368,0.56894,0.99578,0.000288974,0.000288974,0.000288974
169,2273.39,0.53846,0.37193,0.94142,0.89387,0.77399,0.82089,0.62766,0.83654,0.58018,0.99554,0.000280723,0.000280723,0.000280723
170,2286.82,0.53368,0.36638,0.93897,0.88983,0.78019,0.81822,0.62229,0.84146,0.56206,0.99237,0.000272471,0.000272471,0.000272471
171,2300.27,0.52132,0.35457,0.93864,0.87777,0.77632,0.81362,0.6213,0.83437,0.56497,0.99,0.00026422,0.00026422,0.00026422
172,2313.76,0.53104,0.36318,0.93718,0.89409,0.7791,0.81816,0.62676,0.83715,0.55267,0.98835,0.000255968,0.000255968,0.000255968
173,2327.1,0.53042,0.35794,0.9349,0.85972,0.78358,0.81713,0.62591,0.84193,0.56576,0.98993,0.000247716,0.000247716,0.000247716
174,2340.5,0.54483,0.35431,0.94314,0.9178,0.76298,0.81724,0.62917,0.83031,0.55243,0.9818,0.000239465,0.000239465,0.000239465
