epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,2353.91,0.53101,0.35476,0.93748,0.89979,0.75522,0.81079,0.62751,0.83509,0.56199,0.98259,0.000231213,0.000231213,0.000231213
176,2367.19,0.53955,0.39742,0.96115,0.8727,0.77288,0.81102,0.62658,0.83611,0.55717,0.98616,0.000222961,0.000222961,0.000222961
177,2380.56,0.54429,0.40863,0.95861,0.84752,0.78734,0.812,0.62631,0.83846,0.55529,0.99199,0.00021471,0.00021471,0.00021471
178,2393.95,0.52644,0.36755,0.94102,0.85044,0.78229,0.81361,0.62577,0.83033,0.55453,0.98372,0.000206458,0.000206458,0.000206458
179,2407.3,0.5132,0.35024,0.94145,0.86756,0.78785,0.82327,0.62869,0.82719,0.55201,0.97601,0.000198206,0.000198206,0.000198206
180,2420.63,0.50955,0.34954,0.93398,0.86191,0.78886,0.82386,0.62765,0.83954,0.55874,0.98482,0.000189955,0.000189955,0.000189955
181,2433.93,0.51229,0.34063,0.93577,0.90038,0.78202,0.82723,0.62602,0.83478,0.56079,0.98282,0.000181703,0.000181703,0.000181703
182,2447.27,0.50548,0.34086,0.92925,0.87665,0.77667,0.81928,0.62647,0.84476,0.57128,0.99333,0.000173451,0.000173451,0.000173451
183,2460.75,0.52378,0.37805,0.94345,0.87364,0.78258,0.82039,0.62739,0.84717,0.56301,0.99732,0.0001652,0.0001652,0.0001652
184,2474.14,0.51284,0.35215,0.93424,0.90306,0.77164,0.82347,0.62962,0.83898,0.54591,0.98839,0.000156948,0.000156948,0.000156948
185,2487.42,0.48965,0.48947,0.90055,0.85778,0.80174,0.8274,0.62777,0.82701,0.54487,0.98329,0.000148696,0.000148696,0.000148696
186,2500.71,0.50371,0.34164,0.92888,0.87191,0.78806,0.82522,0.63122,0.8292,0.55292,0.98628,0.000140445,0.000140445,0.000140445
187,2514.14,0.50222,0.3307,0.92943,0.86238,0.78806,0.82151,0.62676,0.83677,0.54097,0.98783,0.000132193,0.000132193,0.000132193
188,2527.52,0.54954,0.36427,0.97152,0.89674,0.76976,0.82178,0.62806,0.83659,0.53651,0.98734,0.000123941,0.000123941,0.000123941
189,2540.86,0.49899,0.33925,0.92603,0.88794,0.77035,0.81934,0.62812,0.83451,0.5498,0.98552,0.00011569,0.00011569,0.00011569
190,2554.37,0.50919,0.33413,0.92546,0.8775,0.77333,0.81924,0.62958,0.82989,0.54297,0.98859,0.000107438,0.000107438,0.000107438
191,2585.57,0.47346,0.29905,0.90519,0.8849,0.78055,0.82189,0.62758,0.83858,0.55859,0.99143,9.91865e-05,9.91865e-05,9.91865e-05
192,2598.87,0.45587,0.28254,0.89624,0.9023,0.76758,0.82523,0.62869,0.8267,0.57972,0.98937,9.09349e-05,9.09349e-05,9.09349e-05
193,2612.08,0.47292,0.29253,0.91079,0.90128,0.77612,0.82414,0.63038,0.82346,0.57305,0.98522,8.26832e-05,8.26832e-05,8.26832e-05
194,2625.35,0.46882,0.28849,0.91028,0.86303,0.77896,0.81924,0.63032,0.8227,0.57583,0.98907,7.44316e-05,7.44316e-05,7.44316e-05
195,2638.61,0.46081,0.27816,0.9056,0.8846,0.76876,0.82129,0.63136,0.82228,0.57362,0.98675,6.61799e-05,6.61799e-05,6.61799e-05
196,2651.96,0.45548,0.27977,0.89338,0.89126,0.76866,0.82086,0.63103,0.82156,0.5656,0.98442,5.79283e-05,5.79283e-05,5.79283e-05
197,2665.16,0.44071,0.27338,0.89594,0.8997,0.76567,0.82302,0.63097,0.81605,0.55999,0.98437,4.96766e-05,4.96766e-05,4.96766e-05
198,2678.3,0.44731,0.27983,0.89953,0.89774,0.76495,0.82193,0.63126,0.81804,0.56824,0.98402,4.1425e-05,4.1425e-05,4.1425e-05
199,2691.5,0.44309,0.26934,0.89056,0.88873,0.76866,0.81831,0.632,0.816,0.56841,0.98026,3.31733e-05,3.31733e-05,3.31733e-05
200,2704.72,0.44602,0.27306,0.89795,0.88165,0.76866,0.81859,0.63153,0.82071,0.57315,0.98687,2.49217e-05,2.49217e-05,2.49217e-05
