epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3717.52,0.45694,0.3061,0.91886,0.88758,0.7812,0.82557,0.62527,0.81358,0.5459,1.00149,0.0008425,0.0008425,0.0008425
187,3737.58,0.4577,0.30666,0.91617,0.89799,0.77523,0.82335,0.62083,0.81964,0.54476,1.0068,0.000793,0.000793,0.000793
188,3757.55,0.4518,0.30487,0.91335,0.91316,0.76627,0.82266,0.62024,0.82174,0.54963,1.006,0.0007435,0.0007435,0.0007435
189,3777.42,0.44945,0.30334,0.91529,0.90294,0.76669,0.82417,0.61855,0.82772,0.54848,1.00932,0.000694,0.000694,0.000694
190,3797.28,0.45856,0.3028,0.9177,0.9132,0.76207,0.82462,0.62283,0.82527,0.55036,1.01114,0.0006445,0.0006445,0.0006445
191,3830.25,0.43264,0.26308,0.9093,0.91907,0.7481,0.81575,0.61793,0.82911,0.55916,1.01257,0.000595,0.000595,0.000595
192,3849.99,0.42251,0.25961,0.89891,0.92128,0.74945,0.8226,0.61886,0.83275,0.55603,1.01222,0.0005455,0.0005455,0.0005455
193,3869.66,0.42005,0.25453,0.89387,0.91756,0.75841,0.82097,0.61863,0.82919,0.54979,1.00999,0.000496,0.000496,0.000496
194,3889.41,0.42087,0.25254,0.89584,0.92161,0.76438,0.82041,0.61775,0.83313,0.5433,1.01025,0.0004465,0.0004465,0.0004465
195,3909.61,0.41601,0.25316,0.89736,0.88788,0.76789,0.81935,0.61723,0.83214,0.54192,1.00983,0.000397,0.000397,0.000397
196,3929.51,0.40993,0.24899,0.89447,0.88888,0.76736,0.81878,0.61502,0.8351,0.53926,1.01142,0.0003475,0.0003475,0.0003475
197,3949.35,0.40693,0.24423,0.89244,0.94049,0.74477,0.81395,0.61452,0.83928,0.54008,1.01393,0.000298,0.000298,0.000298
198,3969.16,0.40643,0.24534,0.88684,0.93991,0.74836,0.81965,0.61579,0.83906,0.54284,1.01274,0.0002485,0.0002485,0.0002485
199,3989.01,0.40676,0.24454,0.89223,0.9029,0.76534,0.82037,0.61809,0.83714,0.53982,1.01049,0.000199,0.000199,0.000199
200,4008.73,0.40506,0.24477,0.8928,0.94287,0.74389,0.81636,0.61828,0.83528,0.54256,1.00903,0.0001495,0.0001495,0.0001495
